count(*)	user_id
7	UC15EB8n3i7g4YacBuNyU9gg
7	UCyvrRVBcNog9J18JdyW3few
7	UC4gXOS5xOxqjNUy0daChbKg
7	UC1PG7QxtvBIFpP21xOF81Ww
7	UCdOcLch9bIqWpHO_8oWPdrg
7	UCBQTewRyMIr6jH3uTL3-9Xg
7	UCBpHkXiXlZrLokEtxUmSb9w
7	UCbCIsMPluCWwsI_YdI_NL9A
7	UCMB6jVEtg2mYgYwOgaxFnDw
7	UCBy_1NeOv57dVEOzFWYK0_g
7	UC7S_4pKlIwlpXaWztgZJUVw
7	UC4HWOATY2MFkdccYaZ1KE5g
7	UCorofbEx8yuWoJ99IrcSUig
7	UCoaUeNHAdJplh68l1LGgaQg
7	UC04H7BOqUpcIivQu5qqdFEQ
7	UCFDp29r-YRV_iPVDo2ps65Q
7	UCcHWTVRngBu8h1Nw6H5pTxQ
7	UC9GKDYGikCgPNeFW8r219oQ
7	UC6XAHw_9wc-Qz1B0VbgF6hw
7	UC0P3ByGFd5sJyiDK3GuGeSA
7	UCS-meB-k9vkI_G8L4O2PvSw
7	UCouWUV79w8dhN2Rxjpv3qhA
7	UCe56er9QlGg0y98c1FfzUDQ
7	UC526fL_TH9v-yODprh0yRQg
6	UC-TxIAC_3g62Gy_2NC4rbsQ
6	UCYGLVB_XlfiXFcwkiq5uPcw
6	UCENDwcSzsF3av_n3qmX4H_g
6	UCfOJlBE32-tXRbeeKZPgg-Q
6	UCX230Rz4hp4zmh1zTWGcBoQ
6	UCmuOlYy41MWO71av7CTXltg
6	UCr4qnwM3dKouQrtLlW0pi4Q
6	UCtOrQzJ-WIxSFvc9YhGrWyg
6	UCdDyHqp_n9RrGo0lP6s4BHg
6	UCYQI6tlOaYbRQFY_TXPyB5w
6	UCxntneZW19Ff3ZJooCCUtFw
6	UCZERRMemf4uP7Ab5TPhuiUw
6	UCWsj37G5oCrDHJdlSyuegLg
6	UCmx_GVjvPl-mBdAj7ELnc1w
6	UCHLtvrqPAMf3RspQhhwuJag
6	UC3DJ6yQ4bXSIgxi60wS04bg
6	UCLa6cLCfjwekOdSPV6_sLAQ
6	UCHYn-gnU7TfQorlgEUuhYNg
6	UCArszkOW3c5sGaeWBFU9x_w
6	UCs7kTLdqw-aP0qHEmdVnhKw
6	UC3p_Zvc_JNogAkOP4XO3MBg
6	UCBvYwNMXzkfdMXAuUJifcrg
6	UCckuvIx0rEM35Hl9jovvgjg
6	UCIDVWbK9ZvoDdzJm5OSU0Vg
6	UCWWbX_L-zS4SdaeoLB-7FGQ
6	UCIHpgJ_1ha1VHXDq9Z--xKA
6	UC5PaJKTlyRD67ZHtGTe0pLQ
6	UCZOUh3p3U5Dp4Dp9y6txsTg
6	UCa114cC9f7aHhNFd05PC0LQ
6	UC05VRa1sDlP-R_Du_ZiwmjQ
6	UCz1LXHaBAwkm8oaEuc1Wp9w
6	UCm4nl5cCQv0sHaf1mGMqHDg
6	UCpquy5GaqVmY9u18M5KNrLg
6	UCLo1BIm5q2uDqK_J0A4YtmQ
6	UCcIM9RdkFOE48yf-YvPqykw
6	UC3s4V_iIqMYsofBZe3llAFw
6	UCPEbC-275gn86sUi6b6tvdQ
6	UCDYK8jwWIyHyF733l72Cx5g
6	UCztBKGTu5OD9HrY11TJ-J-A
6	UCZknLt7F7A3pkJ2oDuxwR9w
6	UCGWCfkcB-3voT6XutC0QUDw
6	UCha1AliIaRHNpW7FVjJqzmA
6	UC3uq3unoxtWp5wJZX3ftFRw
6	UCPog3h6tWSr9lduSHR0jcUg
6	UClKF3JrP8rT9p6ZSNnk9HJQ
6	UCAgqKryy0t-aqmUmsCQAa4A
6	UCAaTKzhQuF5oMexKnqgz0YA
6	UCOl2ZU_FhF0pYAY2UUCdSFA
6	UCWTo70fv5Owrw0ZA8ionlYA
6	UCRuXAPin9donzxWWYjfdxaw
6	UCiBf0GBHFVmXM3ycaA4rI6Q
6	UCRZWDUyUt1oy3TJ51NArAPw
6	UC-KN8PvB-tpr8eB-2xnG8JQ
6	UCrveGrHkFq9dti-MgPEM5bg
6	UC2FUc5L0Cq0iL96Gx2i2iGw
6	UCufNH4JtQYZ-sFnn9AyNONw
6	UCGXsRIV0UeeoUqkjg3PDHng
6	UC_T_8jmCFiuKlyd4NvXa9uQ
6	UCZMb4HHpLjISEqW7yADOUaQ
6	UCGUvjBXQUSG2vTMKxSkQ9Qw
6	UC3uz20gJCYiBaNDCYA0gTxQ
6	UCgAjwlXMMctCnA2X63YhIoA
6	UC5dBZIyd5tW3XoISnvREXVw
6	UCmZz0qK0XRFFW0ZqjU2WvjQ
6	UC5oalA3vKjfnrVuvtUHkeQw
6	UC4OQ8IxSQXF6q04JwN6lTKQ
6	UCWlQEq9PQ4A_wsdRhHwZohg
6	UCN4QzwD4sk3uAYZ1VnesWiw
6	UC_NpRTTZRbWHO-HKu7-83Qw
6	UC2w-Id2KMKB4nuKnElTFKTw
5	UC547wePCwgIMkFPaevppFEA
5	UCFqfZUB50MIeMD7WYA-OOqQ
5	UCOY-gWWrf4oPJJR6VOPHA6Q
5	UClgKaAhjSCXfV-5NR5_-9Ag
5	UCkXbaGB6rnfkg_r5YEmS9IQ
5	UCIw1FajeKQSoJt5uOqCTH-w
5	UCZIxljyHymrvlF9fkwMXpEA
5	UCj0VEjq08No9X-9Y-MaK3eg
5	UCtm9bxI1LcZ0W0Fk5gaFAzA
5	UCUVTU7LmHlZ4t3JHRSWo2yg
5	UC02_sfY4Dr_AdXauTKmJBIg
5	UCLLn21gdIk8UJiTBEH4TVjw
5	UC30R6O72NlxLFOyuYZ0TaZA
5	UCFM7YyAuzMt5wfqoqSSSfuA
5	UCMLePHezfuW4mfN_kyfGidg
5	UCNXmPDI-D1pN8g2crAHflwQ
5	UC10mqCgWylyP1eBzBM9IARQ
5	UCpz25o8C8QYES8v3ClkvbEA
5	UCgFUa_Th7w8BarsAKfYT--Q
5	UCqjf5vI9YGLDxpA32Y1ULIA
5	UCWB-D0oG26lyush9CwcrLOg
5	UCVoVwNsINJRWTjk_-4c3gnQ
5	UCTRwFbyJ45HWmzlYgXhW9Hw
5	UCW5y12l6SIs7qCWD3mqDItw
5	UCSlzpb9lJTVn7l8mLSTS9yA
5	UCH8y-HoSAbwf4x4gQHREu3A
5	UC5ogqZ3_hD4Nosv3o4XkC0Q
5	UCvCMD5o6sjkZPApSsEUni8Q
5	UCVOsyYUHqVRcBz4szpSRcOA
5	UCFtgt7m85qNjnwPez88QJww
5	UCfistGbDOzBpoFGLDBgBlrQ
5	UCp5BcCOIzZi_g__nJM0leXw
5	UCirCguKakAH49ldsM9qhu4w
5	UCJIHVWIPZXt2sT4fTGOkK3Q
5	UCIy1wzuF4h86XIVa6AWyNbA
5	UCzU4UgGH3AMnunD-7-gxi3A
5	UCbCmN5GuyxQR4KjnmsqThZw
5	UC8KlhtvKjqeCLne3hDYsXVA
5	UCm1nhLZzaWmb5bTg8r3mPDA
5	UC97lAKUndNv6tC6bWv7mA_w
5	UCSUTNEdlzyKCTsSv4I9QAeg
5	UCiGCADssCGL9fO6Ld8tP0uQ
5	UC1y8H0Dv-z-VR8dRb5Us37w
5	UCysDG9b7WFeKIReUmMo_kKg
5	UCCZZ5dVhTXTvOTCF_tMSpjg
5	UC6PuLBdnLP76Mw8w239OoGA
5	UC3_oL-0MG4D9N1cekR68-eg
5	UCAnXT_UmOsOki-l13TglegA
5	UC3Hqw_tnx0BhI7yo20V0bVA
5	UC7pKk1DJW4gfA6gLCoEv4yg
5	UCLgaemY4biDOQWC2gQ8qNyg
5	UCmIf60hT0eaw01cm0hO2how
5	UC8raXnT4otanh45LrPJJvpg
5	UCM15-3IAmC6Pzfx1nMN1IQw
5	UCwQWXs1Lz0gEb_tTrVOfGmw
5	UCljMV4CvoA9Iz4929ZNg3ng
5	UCi0sooouvD6DnT5CvsXh5Aw
5	UCMSZWFVIdjdqxeLF9Xps3Wg
5	UCjTi-R_f1Vig6u1kYVoTw4g
5	UCDUqOSOrPpxA88Rl_lff3cw
5	UCr1mYgu-O1si6XmEYiiL7pQ
5	UCQJGRs1atLxdBrirOqZEg-Q
5	UC8UTrB098WU__ptKMGtg9JQ
4	UCFZAOPTQuAmhGu0qO3LmWtw
4	UCzsveV9tm0w76Tm1PmuAj-g
4	UC75HHZrsun3oGfUSRw9m4Gg
4	UCa-M3lNRri6QtOiy63yAPiA
4	UCV_AjUGu_fTeCWEk5JJzarg
4	UCvDsbHAF9gm_QYiImfLhBdA
4	UC0njFirpdH-AdwF6zHMV2KA
4	UCozX3sDkc398iqvM0YqnBIg
4	UC_yJ2VMvb9ixknz9dOxSuTQ
4	UC36CKBgJMT_-yPW9r3bmKoQ
4	UCO9SoLH8U8_J71avOsPy9mA
4	UCXJYPqJ3upGYkLUColqrUBQ
4	UCooMwL_V4pHlbtNdh5WzJGg
4	UCSHFJols42z3nqA4fEZluWw
4	UCdputZFHgLO1EGA7S7indhQ
4	UC9v3J3eI7TceweXUeSYsqnQ
4	UCQ92n7Lyg7TNc3TmZljwU4Q
4	UC8p_wSB0nhtodJAdZ93bgdw
4	UCd4ygecNWWnvhGdtiCU9rBw
4	UCP5_S9iRQ_PwFB_IyhVk07Q
4	UCZPSDsu-iCCm2sTs1m01YKw
4	UCVHVYyNO_IiCoI32kDNkJ2A
4	UCs0KfY3Tfino1_5fbcW_E9A
4	UC6ZVzRfWgINrPQ8_YWkt0ow
4	UCfKT_STELXyaBD2KGQja7Xg
4	UCNo0FlSg3u4zUQd8c7MH3fw
4	UC-WN9P4aogcooj8fnQ_mvqQ
4	UCTiuQRhXuzek5JY7Tu8_TYw
4	UCh_MzwVTjcu85XnJeEC-JbQ
4	UC3wQjQueCSjJQsBYf6_Z4IA
4	UC_W7Bs4CY2NwgYnQYuUmojw
4	UCwgv0occUaGIc0YIe6vzIKw
4	UCgVSapQ2q_w0ro4dpmDvGMA
4	UCrN5qAkkM98kAPBUn4BRufQ
4	UCWSJeOEFNvIMvch9GJx1siw
4	UCmOyPf7fSNZ1qQkqTa87eIg
4	UCFCFpdBdsDW_jeBe5eg63fg
4	UClPEyqTG8ZJ3-v3PiqHnO6Q
4	UCfiPCGzg7_FVYDWVuS9_i6Q
4	UCaKUkMtFZ_051YpAFJyCgGw
4	UCii_yn6yezXRo_YJk0J6m1Q
4	UCRPOFmBpEigw9SdXQZiRr0A
4	UCZUXwZlny142NMPUBJNI2cg
4	UC6u-ZAxFPIc1f6CmXY2jUpw
4	UCz5Wr55CRqoYzu1UKF_cXvw
4	UCfXM2nfY-Z_myMfiBmEABRw
4	UCYTezX_zq1vVfEUEM6h8SKg
4	UC63lK8yYNpmCot5b0_dkDIA
4	UCc0N32SKDG-1im9B9-MyvuQ
4	UCVsZDo57sltRWRXlPRHlDfw
4	UCj8GEsSrVH5MF_4MnCsgTYg
4	UCzgPWB86lxLF0LeMjPiB9tg
4	UCGNVYyUlfFJiL-ZaObyTDyQ
4	UCCROQeE6zcBuiE507X9LBXQ
4	UCk8xccq--YK2zNlpEHpxJig
4	UC2_QEAAVymoxc01fTa7GmmQ
4	UCdEp9-mNuMSsJ3QGz8ihKlQ
4	UCN1oOxX1hH30-IdDOdYcwuA
4	UCa-as8vGClvC4chm5kS6DjA
4	UCy134N9IAToTN_sZOrioJIw
4	UChB5d3DBjfR3HtnC0zoATxw
4	UCCV7J44eU6vSguQiJBvHzgg
4	UC1hvk9g3NFTlUlA5uNTubGQ
4	UCRkIxlgIKqvPpULKECWQPsw
4	UC2sn5JVzjgc2tlafKTNEP2g
4	UC_JhUpWTxDHnmi4YbG0WVNA
4	UCT7ZCLY2NX6R4KJnSUvRQLQ
4	UCzaLCftJoVMH-nsk_5vMvjg
4	UCFEPSfw-uQPFhyR9R91kHjQ
4	UCPLWRqGqquw7JawS3iLQclw
4	UCTDx0S1Ae9YspXl05sAgm8w
4	UC6m2a-VQaxH23FNoLddajFQ
4	UC8lfaQuWRq-APHAUArv_IWA
4	UCBABT1KBpTTlfvZA49ywohQ
4	UCwjQIkXqJ-Uti0crU5714hQ
4	UCLsn7HA0ci9a_l9DJgTWy4w
4	UCGaARSocP1hNBJGF3UFLIXg
4	UClOju1x_as8w3bd_UsiE9jg
4	UCl15vZgH0Jppb-bZ8SoR25g
4	UCKeyifSxYK3DartHbJO0OUA
4	UCueQnjJy44UZ1bvl90QtJjQ
4	UCS3CQpb6yDiZUU08C5JRV1g
4	UCeH8qo-tpPcHNKbqETP3gpw
4	UCmarV0afJhkLAZsdkZjK7wg
4	UCotUjwBGALAMkQaAQVg4gdg
4	UCESQ7vD1chpvMMC-anKL7hw
4	UC-KZkKeWHr1zpwMI7r5j4vw
4	UCEki-AXaRvxbO80Xw5IP5CA
4	UC-wJkGSMuhz-UaKKmrz6P7g
4	UCSvG3qeTbrMgdpg34Ssdnzw
4	UCSeey4VWiTukKxJpubjmjmg
4	UCFiVkBlevrqCg5vcbJSkJeA
4	UCwF_D58te_8DdiFHfq7rCew
4	UCs2cQO67AZuYw6KMb2ZXM2g
4	UCh59PzFpJ6NmHE4zuyhFMRg
4	UCq15rrDulxK4mfkw5SQs_yg
4	UCj7Qmyg7wcSrg6EaBkoSWRA
4	UCgKLpe-BeiTIRXAkkDdjfhQ
4	UCd071x5bqzWxEVY_6mAy2Kw
4	UC8WcNCAuCtoOoH6YDiysKbQ
4	UCVMLckVH_tcdD09P6n-18xw
4	UCLtWzgHZ1Z8wnusE0jaKpQw
4	UCRWl4ejGYnq3QoKnUa4SBqw
4	UCP3GxIWkpZLO4ZZNVvhOYzw
4	UCZcwjtV8LYvMZXVHd1jN4LQ
4	UCrLMTR-g0CErn5EeeXU-c5g
4	UCfkqkOdHyQV6-VLI84yGYWg
4	UCF4YeK8gfaZS0lpCcUlwrCQ
4	UCFEwmx1IOFAjJN3NEbEjW5g
4	UCnft_imF9NXaQwAbx8o5xuA
4	UCg051d6sA19Eqj3QMkcP_7Q
4	UCZ3gWhw9NjmLzk_CaRlYf0w
4	UC4gtUFniigrntmJbjtYwHhQ
4	UC95eGstQc3aELUstWFLFinA
4	UCeDSnr1tpvCqfDOE0WIFnfg
4	UC2Vpa2s-L_5Xp9CL9ZVe3mw
4	UCxIpTDooXxk7Kzo6zCQelAA
4	UCDrPlO9DK1nXYj6Mer8HwbQ
4	UCFeBPusKIwD8mFMQAOecW8Q
4	UCkpAa9C0p2pmUtbABFgsCvw
4	UC_zWTgij_9QleYkGFFgwGhQ
4	UCLAxe5d9b3W1fRRVe9x7LAA
4	UCDYkjJ478YRRotOuq4Bepnw
4	UCnYawZvp4BwqaTb3hGvfnQg
4	UCBkYS032XwQZ4kixbkXm7Eg
3	UCj6NWZk_RKOQUPZmu2QPkPw
3	UCMjxmY25IlmEWVa_NTTy5BQ
3	UCNt2qDS8VxecI_gkb9vxeVw
3	UCHJ0QhDcEOgDCXgXM2bIrgg
3	UCu2NPMSVA9TA5bX2v5nkOZg
3	UC9dz_BR-NdKPEvTPUx3lVSw
3	UCOv8bcehN1wd0CCWP5R2nGw
3	UCVEOjThnN9M7qJqU4-scf7A
3	UCAT2w6e_Zu0DcckS1gHXTOQ
3	UCQDF27PFl_NJUye4gsOlHJQ
3	UCYhNqIorHp5ACOdUM8hEqhg
3	UCBOsKAPEU5XkqsThd9bKVNA
3	UCX_Xex5Fjm4k_Gv2msAh92Q
3	UCBjFJuWZIo28oTSB5R4EcfQ
3	UC-fet-2RhXHpmlBiyE6ffnA
3	UCxLcKf2akYAGLu71yAtd21g
3	UClBAiD5ial7lwBjJmGp7wyw
3	UCx4fFVTHsE3HgzsptuUldfA
3	UC7XWystoQpGtDU8w-u7NrHQ
3	UCqmCNHx7oQ7731omiQFq20A
3	UCQDQvXFM1kX1RT5WiVdu9Fg
3	UCS2_ciBbrufpIfPUcOfrKcQ
3	UCmh1syc_0Jls5vDI5EiAKyA
3	UCsyj1hxAVx8EJ2z05TnJZlQ
3	UCrNNu-zTOlMbNxdlkC08hVA
3	UCdSFvi3GZnpb6Z2Cu9xW9xQ
3	UCe6N0BIumSnnC0w_HGlx-aQ
